id,contact_country,sub_category,acronym,name,main_category,cost_min,cost_max,cost_absolute,fte,code,accredited
e9ad05d428ed4c15911bb3176bd16676,176,25,SDPT Sygnał,Stowarzyszenie Dystrybutorów Programów Telewizyjnych "Sygnał",2,,9999,,2.25,084497913019-90,
e9940ea2fa5049fe88c76063919ca1ca,82,31,DMW,Diplomaten International DMW,3,,9999,,7.5,111895710486-93,
e98d002a1a8c4fc3982fd5213348a443,74,42,CEMIS,Centre for Measurement and Information Systems,4,,9999,,0.25,914398910315-63,
e9834966011a4c12881d88e5848e7e21,233,25,SCIS,Scottish Council of Independent Schools,2,,9999,,0.75,97315729186-33,
e98223163ea2418b91c15ecd7bff88f7,234,21,DTCC,Depository Trust & Clearing Corporation,2,10000,24999,,2.75,525811814282-80,
e981c0adc1da4c6594be8187ee48676c,234,21,,3M,2,400000,499999,,3.5,91425447458-88,3
e97eed3d4db9426e90558a35f5718b7d,82,21,Henkel,Henkel AG & Co. KGaA,2,600000,699999,,3,13635802880-80,3
e96a83c2e84a468ea86806ca62b5e15b,75,31,AEPC,ASSOCIATION EUROPEENNE DES PROPELLER CLUBS,3,,9999,,0.75,460711614909-26,
e963f94e2ce141639f566a21f8da7ba7,177,66,idD,idD - Portuguese Platform for Defence Industries,6,,,2000000,0.5,932385216725-66,
e95f3564d6a7422bad6baa3c9279c023,108,27,CIB,CIB - Consorzio Italiano Biogas e Gassificazione,2,,,1034086,0.25,555666117873-55,
e9519b601085460ca83e1f64b3ae2d1a,108,25,FEDERMECCANICA,FEDERAZIONE  SINDACALE INDUSTRIA METALMECCANICA ITALIANA,2,,,16000,50,837445414920-73,1
e94be5c06ef64132979e923ac1b1d175,75,41,,Creis-Terminal,4,,9999,,2.5,62917664878-15,
e94bbba3bb4941e1adbc255cac9df085,233,31,E3G,E3G,3,900000,999999,,25,07783117686-61,4
e939ff996d03432c9a4e37d8c052c747,234,11,"GlobalStrategy, GSCC",Global Strategy Consulting Corporation,1,,9999,,1.25,852939614961-95,
e939c898043b4532a3e77d6fdd43521a,21,11,,Fortzer,1,25000,49999,,1,13097896529-66,1
e937a9dc59894607bb8c070654b9a443,215,21,,INEOS Olefins and Polymers Europe,2,300000,399999,,1,352818913904-19,
e927bf2363eb4e37bc4230e73f5c6e43,82,31,,Bayerischer Jagdverband - Landesjagdverband Bayern e.V.,3,,9999,,15,20611964057-95,
e917cafa0e7841eba8ec5e6cf7a4151d,155,25,NWEA,Nederlandse Wind Energie Associatie,2,,9999,,0.25,561606712956-58,
e915fe8cc68543b283b399e62e3dd622,233,25,,British Chamber of Commerce in Belgium,2,,,315000,3.75,56188303384-93,
e91222f785e346f59ea0dff705805c7e,39,25,IFATCA,International Federation of Air Traffic Controllers Associations,2,,9999,,1.25,973049710163-75,
e906a279f3674726aa3d2b2ecf9fae33,209,25,EDA,EUROPEAN DEMOLITION ASSOCIATION,2,10000,24999,,0.5,781938512481-34,
e8f8742c4bc74c8d9b4e3e7b4bcc3f22,14,31,aufdraht,aufdraht,3,,9999,,0.25,916744312848-69,
e8f6c5be29e248e2b2bf8fd53dff157b,108,21,,SICIM SpA,2,,,0,0.25,049793414915-58,4
e8f33c070e804dcebc3ee1339e49128b,233,21,,Morgan Stanley,2,900000,999999,,0.75,29701922039-63,
e8f2dc3698ef4c3f81b7341bf400dc18,180,21,MT,Mobile Touch,2,300000,399999,,41,205077713856-93,
e8f21f6e68ad4aa6b073aa39d8414784,209,25,ASEPRHU,ASOCIACIÓN ESPAÑOLA DE PRODUCTORES DE HUEVOS,2,,9999,,0.25,44382252779-94,
e8d3a9e8635f498e9b1496c448a073d9,176,21,PKP S.A.,Polskie Koleje Państwowe S.A.,2,300000,399999,,3,57041753584-14,1
e8ce6728cea34785a47a627135a5112f,75,25,A3M,"Alliance des Minerais, Minéraux et Métaux",2,,9999,,0.25,436112111763-56,
e8c3cbeb60bc461bb6ba0323fa3a45ad,21,42,CESAER,Conference of European Schools for Advanced Engineering Education and Research,4,,9999,,0.75,484959115993-15,
e8c24df4907b479a8e2323d3da21e2ce,155,25,,De Groene Zaak,2,,,775821,3.5,705206416750-63,
e8beffbfbcf94b8f9314224ad02fd3a3,234,42,APCU,American Pontifical Catholic University,4,,9999,,3,161655011700-04,
e8bc3ea051784ebb9cf4a3bc99437cdc,176,31,INSPRO,Instytut Spraw Obywatelskich,3,,9999,,0.25,98512969745-78,2
e8aed3fb9a0d4ee9961827f1432ce85b,85,25,,cosmicway,2,,9999,,1,11010736156-31,
e89fcdb6c2614d25879179d21495c61c,85,25,Ε.Θ.Ε.,ΕΝΩΣΗ ΘΕΣΜΙΚΩΝ ΕΠΕΝΔΥΤΩΝ - HELLENIC FUND AND ASSET MANAGEMENT ASSOCIATION,2,,,25000,1,684068617008-71,
e89a608fa95e41ff964f76b1da67cf35,21,25,CEOC International,International Confederation of Inspection and Certification Organizations,2,10000,24999,,2.5,96818506624-46,5
e8904b9f68574a06908efb343937c6c1,82,25,,Genossenschaftsverband e.V.,2,,,5000,0.25,262971415265-56,
e880975d89314e18a23ccf47e60f9f05,21,41,ERF-AISBL,Association of European-level Research Infrastructure Facilities,4,,9999,,1,69722087204-88,
e87a01b9c5c14dc1bd8dfa0ea1648dec,155,25,,Centraal Bureau Levensmiddelenhandel (CBL),2,,9999,,0.25,71342175352-09,
e87947e46cf94cb199a485296cf895b9,215,21,,Zurich Insurance Company Ltd,2,400000,499999,,3.25,499059113403-37,
e86539e4484f4c04a12c1689d765f224,75,31,,Pôle Numérique,3,,9999,,3,40099739491-56,
e861e99e6d624dd18d972fda74ba66f1,54,13,,Aneta Karakaš,1,,,,0.75,917283015572-51,
e85ac8bfee844781ad0adb7ceee5ff8e,21,31,EUMOS,European safe logistics association,3,50000,99999,,1,490490213371-63,
e858117206ad469fb2d3a8bfeecc0a7d,21,25,ERMCO,European Ready Mixed Concrete Organization,2,,,3000,2,15077947344-66,
e853751e43064855867c34a97c46b967,82,25,VMW,Verein der mittelständischen Wirtschaft e. V. (VMW),2,,,40000,2,99769124115-57,
e852713e384c4c1eb16bcb78c2ce37ec,99,31,Üllői Állatvédőrség,Üllői Állatvédőrség Állat- és Természetvédelmi Alapítvány,3,,9999,,0.25,824477713311-25,
e84fcdc8eeff4d13b191510fc8a2083b,177,12,,"Sérvulo & Associados, Sociedade de Advogados, RL",1,3500000,3749000,,7.5,895925117216-28,
e846dddaeea5413182304ddaa21cb075,74,25,SEK,The Central Organisation of Finnish Film Producers,2,,9999,,0.5,017794013138-26,
e82aa131707f4a4c935ee76303739873,21,25,ESMIG,European Smart Metering Industry Group,2,,9999,,0.25,71326222148-95,1
e81e5512e50443e4a86a79aa5159fb0c,21,25,ASFE,Alliance for Synthetic Fuels in Europe,2,25000,49999,,1.25,41186039192-02,
e81b2520ead14d9a87659441a60a28f2,209,25,AGRUCON,Agrupacion Española de Fabricantes de Conservas Vegetales,2,10000,24999,,0.25,13985109528-85,
e817debf2c5c4512afc6909a85f34b6c,82,41,KAS,Konrad-Adenauer-Stiftung,4,,9999,,14,2905437316-11,4
e80f2c57322e4077b2c327226faddbb0,74,21,GATES,GA Telesis Engine Services,2,,9999,,0.25,645588617141-65,
e80c0789de2a49be9a1d4802ff626447,21,31,EDW,European Dignity Watch,3,25000,49999,,0.75,18605346857-06,1
e808b0d8c5c34cc590599acea2a97d9e,21,31,EPF,European Parliamentary Forum on Population and Development,3,,9999,,1.75,96700978173-62,4
e807fcf38cd54d6ea1e16d3d93687950,75,51,CPDH,Comité Protestant évangélique pour la Dignité Humaine,5,,9999,,0.25,13577216582-32,
e8075ad6907e4beebd6e53fd2bfc4295,233,11,,Co-operative Futures,1,10000,24999,,0.25,149324614030-39,
e7ee99e3f4da4d15bdc1da9d9b72bc24,85,31,ΚΕ.Π.ΚΑ.,KENTRO PROSTASIAS KATANALOTON,3,,9999,,16.75,18939412904-80,
e7ebadbc242442a1a9452668ecf5892c,21,25,IMA-Europe,Industrial Minerals Association - Europe,2,50000,99999,,0.75,14190001484-01,3
e7eab4bc072f40f48eb9c80b3a1dec6d,74,25,,Musiikkituottajat - IFPI Finland ry,2,,9999,,0.25,844898913174-75,1
e7e77999c3854799bfb8d1024237a3e4,75,25,GEMA,Groupement des entreprises mutuelles d'assurance,2,,9999,,1,62619403301-73,
e7ccfa02e9a545c580964eb466f186a3,21,25,ICOMIA,International Council of Marine Industry Associations,2,,9999,,2,25344966554-43,
e7cc2a548cd24f0ca31cfc99e89774f4,82,31,Netzwerk EBD,Europäische Bewegung Deutschland,3,,9999,,5.5,79879297940-96,
e7c6133a31104f3fb9eb4dc4e6b384d1,234,21,FSLR,"First Solar, Inc",2,,9999,,5,05233891201-35,
e7bd2228c3ac416c91acdf8081f50422,108,21,,ITALCEMENTI GROUP,2,50000,99999,,0.5,04216477983-02,1
e7bc08dfcb5549eea061c01f83aa6bad,82,25,bne,Bundesverband Neue Energiewirtschaft e.V.,2,,9999,,0.5,3394645201-03,
e7ba5bfc3b82400b82fdefde93f6a268,21,25,AEIP,European Association of Paritarian Institutions of Social Protection,2,,9999,,5,69133399372-91,2
e7b21332e7464b76b4afa9856ac0bed2,75,21,,GRTgaz,2,25000,49999,,2,584527815328-09,
e7ac3dea0f6a40a1b5a42614a849ee31,99,31,EAF,European Anglers Federation,3,,9999,,100,79676742514-50,
e7ab183c9622445498ccec7dfbe50cd7,165,21,STL/STO,Statoil ASA,2,800000,899999,,3,4447605981-76,4
e79f69639afd42f6ae74200ad7859864,30,25,UNICA,Brazilian Sugarcane Industry Association,2,200000,299999,,0.5,22014486374-73,1
e7943c16b5824168be3948d08fa260c0,233,31,NIACE,National Institute of Adult Continuing Education (England and Wales),3,,9999,,1,067406813343-59,
e789240e245640649ec284db95994973,209,25,ASAGA Canarias-ASAJA,Asociación de Agricultores y Ganaderos de Canarias,2,,9999,,2,887820312191-39,
e77e79af5ac845fdb0ede5d097acf572,209,27,Agarba,Asociación Nacional de Armadores de Buques de Pesca de Bacalao,2,10000,24999,,0.5,47195853551-35,
e777a2bccc6f4f458dee378ebd561cc1,177,21,,AdP Internacional,2,,9999,,0.25,291670415157-05,
e76fad9ac3ad4503a7e2ec623b8da7f0,82,21,Drivy,Drivy Germany GmbH,2,,,,0.5,049829916971-78,
e768a1010c6749619157ab4769c42d15,13,25,ICEC,International Cost Engineering Council,2,,9999,,0.25,08418057630-03,
e7528db0c83142b3b55a9f84ec1d7cda,209,31,,OCEAN SENTRY,3,,9999,,0.5,76104592651-15,
e72cdafc37ae4c7da2be4649069e58a7,21,26,EBU-UER  AISBL,European Broadcasting Union - Union Européenne de Radio-télévision AISBL,2,1000000,1249999,,7,93288301615-56,5
e726e536324e4c7891414a059a513895,99,26,MÜK,Magyar Ügyvédi Kamara,2,,9999,,0.5,200053517026-11,
e71ecbe6172b4e06af810ea29cedb6e9,155,13,,Green Space Services,1,,9999,,0.25,000857617502-49,
e70c074106d647f0a2b47e5b5811c018,209,31,ADEGA,Asociación para a Defensa Ecolóxica de Galiza,3,,9999,,1,23780925030-60,
e6ff5208a79e42ba836b7221aa65ab1e,59,21,,Scandlines Danmark ApS,2,100000,199999,,0.5,157062116194-88,
e6f3358a5be24eebaecb199ca3923bc9,21,25,eurochambres,EUROCHAMBRES – Association of European Chambers of Commerce and Industry,2,,,7600000,18.5,0014082722-83,10
e6effca3934e4255a7a06e67e1cfdc71,82,31,FES,Friedrich-Ebert-Stiftung,3,,9999,,1,05546466757-61,3
e6de647b3f5f4c6bafbc2c7c4a814266,127,21,PayPal,PayPal EU Liaison Office,2,300000,399999,,1.5,94256896677-14,2
e6dbcfe2d1e2409b993412b49749144b,75,27,CNE,CONSEIL NATIONAL DE L'EMBALLAGE,2,,9999,,0.25,786394911935-60,
e6d9de57a3b04f61afb4ff52802d7b58,21,31,NEREUS,Network of European Regions Using Space Technologies,3,,9999,,2,418383311305-48,1
e6d30ff5de634273a127a1634adbff09,233,21,,Standard Chartered Bank,2,,,300000,2,16595501800-80,
e6ce9df61f3c4d5eae0850cafb721462,233,27,,Lloyd's of London,2,200000,299999,,0.75,07203323308-65,2
e6c8ebddf702490e8e3633f49958a7ba,21,25,EUREC,EUREC- The association of European Renewable Energy Research Centres,2,,,3714,0.25,8156981516-21,
e6c79b705df54ab391b2de7fcc674116,21,25,IFAH-Europe,International Federation for Animal Health-Europe AISBL,2,,9999,,10,63322037415-37,3
e6bf127ad0c9469fae220701df56cfad,59,25,DDBB,Danish Dairy Board Brussels s.a.,2,400000,499999,,3,13118423364-86,4
e6b3084c7f054fe185489b5b6bb6f5bb,75,26,COOP de France,COOP de France,2,100000,199999,,2,9447162467-70,
e6a14220754c4bc6870014933df12085,21,26,CEGROBB,EUROPEAN FEDERATION OF ASSOCIATIONS OF BEER AND BEVERAGES WHOLESALERS,2,,9999,,1,989600214523-35,
e69c6b613da74c93ab819c4cf8d57119,82,21,,LANXESS AG,2,300000,399999,,1.5,77303494979-13,2
e69732be4e104c798ab0f77df52f1e14,82,41,ISRIM-MLS,ISRIM-MLS gGmbH,4,,,,2,387963517726-44,
e6910e8d8fe4452f98f4660cb1aa4973,21,31,ACTION,ACTION for Food Reserves,3,,9999,,1.5,982623711334-75,3
e67e3e815d594843b97bb731edcd61dd,21,26,EFBWW,EUROPEAN FEDERATION OF BUILDING AND WOODWORKERS,2,10000,24999,,1.25,57745478360-42,
e67dc100505f46dea388b6397d47ffe2,75,31,,Hello Marseille,3,,,13500,11,570989116173-08,
e66cd044e9f141d59bce81de55baa163,234,11,,FTI Consulting Belgium,1,1750000,1999999,,32.5,29896393398-67,30
e6649a3da5f544e5b9ad3de22d92e930,21,31,11.11.11,Koepel van de Vlaamse Noord-Zuidbeweging - 11.11.11,3,,,112000,1.25,79444464737-58,1
e65207b6b87346b58a59bf26f918c8a4,82,21,,1&1 Internet AG,2,100000,199999,,1.25,31650149406-33,
e648ecf13c544f9797d3f781800467ce,21,25,ESBA,European Small Business Alliance,2,50000,99999,,6.5,97165848130-92,
e6475b2e0aa44504a5d0f4da38732a0b,21,64,ENCJ,European Network of Councils for the Judiciary,6,,9999,,0.25,45444124056-57,
e646d4d0a52d42958be2dac618815842,85,21,PPC SA,PUBLIC POWER CORPORATION S.A.,2,100000,199999,,10,40200317900-54,
e6397d45d9cc4566a776056290baaf7c,82,31,Forum Carolus,Association Forum Carolus,3,,,0,0.5,916624414544-26,1
e62e0a33ab804d05a4951afb2fc18f66,108,25,ANIE,Federazione Nazionale Imprese Elettrotecniche ed Elettroniche,2,25000,49999,,2.5,74070773644-23,8
e62c9e849d6d455ba3c0f65fdd5bbc92,214,21,Nordea,Nordea Bank AB (publ),2,100000,199999,,1,107779213747-53,
e6279926e51942d081085c4a719f43e8,21,31,EuCheMS,European Association for Chemical and Molecular Sciences,3,10000,24999,,0.5,03492856440-03,2
e61b792fec9648cd88fa2c67c9ab3a60,209,26,COAPI,Colegio Oficial de Agentes de la Propiedad Industrial,2,100000,199999,,4.75,755385317138-46,
e615c2442dd3441cbc8fdd8d47cac3c1,21,25,FoodServiceEurope,FoodServiceEurope,2,200000,299999,,2.5,822198744-40,
e60131c3a23043db98567453bcbb11d8,155,21,,Netflix International,2,,,,0.75,487726915971-30,
e5f3e1934dd94327b23780ce27942e64,108,11,,Immagica Comunicazione,1,10000,24999,,0.75,987129814871-28,
e5e05c421c484459990cebd83c558d79,21,25,ASD,AeroSpace and Defence Industries Association of Europe,2,,9999,,14.5,72699997886-57,12
e5da62b2443f4554a46a270c65db3c93,82,12,KMLZ,KÜFFNER MAUNZ LANGER ZUGMAIER Rechtsanwaltsges. mbH,1,,9999,,0.25,796887613801-62,
e5d725b93c2e4ca58965ed78dfb9b1f8,21,31,CEO,Corporate Europe Observatory,3,,,249600,4.75,5353162366-85,7
e5cf5b900b824dd2b4e956819b6b3f17,85,31,,KEPA (Business & Cultural Development Centre),3,50000,99999,,1,493452716170-95,1
e5c3340a887d42ecac239ce3a0ca25c9,82,41,iff,institut für finanzdienstleistungen,4,,9999,,0.25,96466191482-69,
e5bcafa2f79c4a21b07a2971951889b4,21,26,industriAll,industriAll European Trade Union,2,,,239000,9,358284014848-82,
e5b3c47332444b3d8442238160cf150d,233,31,BBTS,British Blood Transfusion Society,3,,,0,0.25,61831506556-53,
e5af46be9187437e90f05d221757f1ae,21,21,,Caterpillar Belgium SA,2,300000,399999,,2,03717581957-02,2
e5a840b1ffc84491aede023efb056a1a,209,25,CGCOF,Consejo General de Colegios Oficiales de Farmacéuticos de España,2,,9999,,1.5,86233805607-24,
e5a7554197164c53886192d861babdd3,21,25,ECG,ECG - The Association of European Vehicle Logistics,2,100000,199999,,1.25,2297093238-71,4
e5a751221088452b958e2a8acd3d394c,21,41,COST,European Cooperation in Science and Technology,4,25000,49999,,58,480090715925-32,2
e5a27834e9fc4b8698081cab9d514df4,234,21,,Sub-Zero Wolf Inc.,2,,,75000,0.5,428859211531-20,
e597f1d018c74634a6cdc230773ebcbe,3,31,DMPP,Diplomatic Mission Peace and Prosperity,3,,9999,,6.5,341711510525-17,3
e595230d757d47ca9bab8fb3a466a37a,209,25,ACOGEN,Asociación Española de Cogeneración,2,10000,24999,,1,406700112988-86,
e57da8a6f614444db721e4d1ba1d34df,214,31,TYA,Transportfackens yrkes- och arbetsmiljönämnd,3,,,5000,0.25,735871912592-78,
e5512c79c620401d85e38a29c927f4ce,21,25,FEVE,European Container Glass Federation,2,400000,499999,,1.5,1550133398-72,2
e54eaf9ec0254b3ca317ca70079ec60c,165,21,Orkla,Orkla ASA,2,,9999,,1.75,35774546986-08,
e53f4ed834574f1e9a1e092d7d714b35,82,25,WG,Web-Guard,2,,9999,,0.25,938641310866-54,
e532eaa100104962886997c55a312d95,75,25,France Galop,FRANCE GALOP,2,,9999,,0.25,79516935891-72,
e520b0b1d2594ca681a6c26523145f40,82,27,VDE,VDE Verband der Elektrotechnik Elektronik Informationstechnik,2,100000,199999,,1,1059364571-78,2
e51bea525cf54075ae6d351ea06709e8,234,41,PIIE,Peterson Institute for International Economics,4,,9999,,0.25,513347117795-30,
e51ace3dbe19456daa74c17fc758c583,234,21,PBI,Pitney Bowes Inc.,2,,,10000,0.25,733270116708-89,
e50b6a667b0740f586490f96c5cb6606,155,11,S&P,Schuttelaar & Partners,1,100000,199999,,1.5,57779082499-25,10
e50ad35c6fb0465fafffb08ded32370f,21,63,Central Sweden,Central Sweden European Office,6,,9999,,3,15210638110-88,4
e4fc7c178d7e40ecbab5e3a780064bf2,209,25,FLUIDEX,"FLUIDEX, Asociación Española de Fabricantes de Equipos para la Manipulación de Fluidos",2,,,0,0.25,441280715327-11,
e4fac64c9cb44584bf0a5e3df3ca210d,59,21,Coloplast,Coloplast A/S,2,100000,199999,,0.5,11862292564-53,
e4f5ca40fb42417fba012c2ed015d62d,21,11,TCI,TCI RESEARCH,1,,9999,,0.25,92960778628-06,
e4f3242abd344de2b8f5d096e5fdc5c7,155,63,VNG,Vereniging van Nederlandse Gemeenten,6,,9999,,7,32705794105-55,
e4eeb481537f47d3b64e8025b6d71735,21,11,EUK,EUK Consulting,1,400000,499999,,3.25,29815741326-06,5
e4e7c123b47f4ca1b9b101ad7e4502bf,21,31,PDCI,Partners for Democratic Change International,3,,9999,,1,733269716523-50,
e4d34cfffe4a49eeac13e1d82ec65ddb,176,31,IKE,European Advisors Institute,3,,9999,,25,2146122751-95,
e4cf648e6e5d4879bd2b688cd5e6021f,233,21,BG,Baillie Gifford & Co,2,,9999,,0.5,2196343364-01,
e4cafbef55294b10b36237d4d155355e,129,41,MII,MACEDONIAN INSTITUTE FOR INTEGRATION,4,,9999,,4,521194013405-95,
e4bd0a55d1b5429996e9ea1d03ea9bb6,233,21,REFCOM,REFCOM,2,,9999,,1.25,91667057448-41,
e4bca99103234949a3db1d79eeb04933,196,31,BSN,Balkan Security Network,3,,9999,,16.75,630316815275-72,
e4b9ce479a6d431c8fdc6f6d61a9f8e1,75,31,,April,3,,9999,,1.5,748730712579-06,
e4abb55356e64033be66e32629aa573b,108,25,Semouliers,Union des Associations des Semouliers de l'Ue,2,,,30000,0.25,31076147941-02,
e4a791f0910b470d9886a96946b693b4,233,25,ACG,The Anti-Counterfeiting Group,2,,,418464,5,370038516025-12,
e4a1a416bf6f474db24437784ef35aae,108,25,FLA,"FederlegnoArredo - Federazione Italiana delle Industrie del Legno, del Sughero, del Mobile e dell'Arredamento",2,25000,49999,,5.5,30579503232-50,5
e49ed89c71f6461d903cfc204df77486,14,31,ASEP,Austrian Senior Experts Pool,3,,9999,,40,501262611204-82,
e493c0ed8336408fa116269807348400,155,21,GDTE,Goodyear Dunlop Tires Europe B.V.,2,400000,499999,,2.25,93401065573-24,3
e48c9d1d77f84d1991bae9c428bef1de,21,25,CLEPA,European Association Automotive Suppliers,2,2750000,2999999,,16,91408765797-03,4
e48b1c9e621441199b8115d4a857543a,82,25,IVM,Industrie-Verband Motorrad Deutschland e.V.,2,25000,49999,,0.75,683791816131-14,
e4818fdcd8944d9aa1ca9206cc669546,209,26,ASAJA,Asociacion Agraria Jovenes Agricultores,2,1000000,1249999,,12,875483616957-38,
e481771d2835412e958f6e4dfeca64c0,58,31,DEMAS,DEMAS - Association for Democracy Assistance and Human Rights,3,10000,24999,,0.25,17112157823-45,
e47e7f83cb8f480494cc2cc2394c9611,75,21,FedEx,Federal Express International,2,,9999,,2.25,32853368606-40,
e46e42757f0f424389f5371819bc2b2b,209,64,FCVRE,FUNDACIÓN COMUNIDAD VALENCIANA-REGIÓN EUROPEA,6,,9999,,7.5,28664854787-31,
e469578357c7480b96d5296fa1bd8df3,58,25,SOVAK CR,Czech association of water industry,2,,9999,,0.25,07211478950-95,
e466f4977a294886b1aeedd3c21eafcd,214,11,,Diplomat Communications,1,,9999,,0.5,76113558493-62,1
e463ad9df8214d89851b909bc6d53b17,214,26,BA,Biltrafikens Arbetsgivareförbund,2,,,20000,1,139453015929-65,1
e462f2981e0b4117ab4157852e91e641,176,11,Paolicelli,Paolicelli dott. Carlo,1,,,,0.5,483084716048-39,
e458d45d2a9e431490aa9d379c026a39,21,31,SAR,Seas At Risk vzw,3,100000,199999,,5.75,95261732139-73,6
e4544b2eb88f4a04bf1f9af07ea44f93,209,11,IPLUSF,Consultoria de Innovación y Financiación S.L.,1,25000,49999,,1.25,21909057191-86,1
e44f7fa624d649b9b3a2a830035f631b,75,66,CCI France,ASSEMBLEE DES CHAMBRES FRANCAISES DE COMMERCE ET D'INDUSTRIE,6,,9999,,4,78069121257-39,2
e442e6c3543a4bfa9500e17d49427825,14,31,VCÖ,VCÖ - Mobilität mit Zukunft,3,300000,399999,,2.5,44572424693-53,
e43f431efd914409b6a3ff207997f949,21,31,,Forum for language rights and cultural diversity,3,,9999,,1,01741086222-70,1
e4386b43eacf4266b47e4ba57673722e,82,31,vzbv,Verbraucherzentrale Bundesverband,3,900000,999999,,140,2893800753-48,7
e4384195ba784e3fb8e8d0ee482eca98,21,64,CGAE,"Abogacía Española, Delegación en Bruselas",6,,9999,,1,449942813570-96,3
e4329bf7ce134d0882fcf0d959e013db,75,25,USH,Union sociale pour l'habitat,2,,9999,,3,51553694127-62,2
e429772378bf48deb0653aa74f39321e,21,31,VSF-B,Vétérinaires Sans Frontières - Dierenartsen Zonder Grenzen,3,,9999,,1,36182045879-89,
e421bf5ea95c44249ea30b4d30d0f0b9,75,21,SPHERE,SPHERE Group,2,,9999,,3,68678406396-13,
e42069e5de4c4d2184e6cd10ea3d22ee,21,41,IMEC,Interuniversitair Micro-Electronica Centrum,4,,9999,,2,97921387213-35,
e418b328062141cdbd387f027ba0da11,75,21,,Solocal Group,2,,9999,,0.25,318529412495-78,1
e4159f21811343ab88a6dad35bacc834,233,21,,Fibercore Limited,2,10000,24999,,0.5,887412717928-96,
e413c842517c4990acf38a421c70be84,21,27,TERRA,Terra vzw,2,,9999,,0.75,10087148076-03,
e40fc93762784208a784225b9700e677,21,25,TEPPFA,The European Plastic Pipes and Fittings Association,2,10000,24999,,1,82117319399-44,1
e4047f739b92468b8d688bd20a183709,82,25,BBB,Bremer Baumwollboerse,2,,,0,0.5,661506113415-19,
e4044b2814cf45f0b5ec40d723daa44f,215,25,UEFA,Union of European Football Associations,2,,9999,,0.25,39217046408-27,1
e3fb83bf6ed448028237dca0cfa5e376,209,11,,PRESTOMEDIA S.L.,1,,9999,,2.25,714082013977-02,
e3fa86cb593d40a6934ab1dc657c427c,14,41,eeza,eeza. Entwicklung und Erforschung zeitgenössischer Ausdrucksmittel  | Development and Exploration of Contemporary Means of Expression,4,,9999,,0.25,31737673710-59,
e3f596e5c8924ad2bf54b3eab867c834,21,31,PEFONDES,European Network of Foundations for Social Economy,3,,,31000,0.5,443297516439-33,
e3f1aa49fd804c4ca02273558aa5553b,21,11,,Fleishman-Hillard,1,6250000,6499999,,26.5,56047191389-84,51
e3ee46d0f8e04f3b883d36edf3adc74a,234,25,SAC,Sustainable Apparel Coalition,2,,9999,,0.5,386442014980-19,
e3eb789599654feba7db4a609965f59a,14,21,,Universal Edition AG,2,,,0,0.25,559110212796-79,
e3e0fbaf9e8c46debe2ff915fb35e36b,209,26,CGE,Consejo General de Enfermería de España,2,,9999,,6,955853613655-81,
e3dfc6ea4ed548a69d2663a0d2a4e411,209,25,CESGAR,Confederación Española de Sociedades de Garantía Recíproca,2,,,50000,0.75,576316315817-83,
e3dcfe54690f4806a84dec8334070055,21,63,HyER,"Hydrogen, fuel cells, Electro-mobility in European Regions",6,,9999,,1,16329274008-54,
e3cde568c16e4554ba630b37922a85cf,74,21,,Stora Enso Oyj,2,,9999,,0.5,834721317163-08,
e3c5a9eb5a3641ce891424a3eae30a05,155,25,FNLI,Federatie Nederlandse Levensmiddelen Industrie,2,,9999,,2,730594411310-38,
e3be6f52747a44fd8fedcfd879c20cb6,233,31,SE UK,Social Enterprise UK,3,,9999,,0.25,083768714563-70,
e3b4019920a84c1f897103ea346dc86e,14,21,,MED-EL Elektromedizinische Geräte GmbH,2,50000,99999,,0.5,687718313929-22,1
e3a69cd3b524472f8a119ac6dd691a91,85,41,I.R.T.E.A.,Insitute of Research & training on European Affairs,4,,9999,,0.25,084736314588-16,
e3a4963d8a9d4682b3efe30827ba15ed,14,41,EIH,European Institute of Health of the European Academy of Sciences and Arts,4,,9999,,2,76799516618-97,
e3a454f0aa7a4cc48fcea4c02c786bd1,214,11,YCAB,YDRENAS COMMUNICATIONS AB,1,,9999,,0.75,573007514406-21,1
e3a3e2658f4744babe1bfb2f7ee1ed3a,82,11,,LABUNIQ ServicegesellschaftmbH,1,,,1,0.25,713711813484-89,
e3a16fc838d54b43b291fde37b851086,75,25,FFSA,Fédération Française des Sociétés d'Assurances,2,,,900000,8.5,5149794935-37,5
e394bfd1796448a8aadd264ca5cf4fb2,99,25,HGFA,Hungarian Grain and Feed Association,2,,9999,,0.5,78114569866-86,
e38599899200479ca2b8c1e8002c386a,21,25,MNI,Medical Nutrition International Industry,2,,,50000,0.5,091449916265-96,
e37c14a1bcd548d2bf4cc5b8ac65c218,82,25,VDV,Verband Deutscher Verkehrsunternehmen,2,,,400000,2,50254292140-86,1
e375650bf75e4ec5b98ad2656ac5e1fa,233,31,MIE,Movimento Italiano in Europa,3,,9999,,10,832642915261-54,1
e36a2f9a94dd49b3b29aabbb7b6e8224,59,21,,TDC,2,,9999,,1,761350312404-52,
e365cf8389064f84912774b042d3162c,21,11,,EU Strategy,1,10000,24999,,1,42484704423-92,1
e34d6965c76048bfb78a76d93e4085a1,209,63,JCCM,Consejería de Empleo y Economia de la Junta de Comunidades de Castilla-La Mancha,6,,9999,,13.5,36564929700-77,
e334e72828044a708b11bbff39d9a071,21,25,EFIEES,European Federation of Intelligent Energy Efficiency Services,2,200000,299999,,2.25,25748484862-49,3
